LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,DISABILITY_CATEGORY,CF_M,HH_M,RC39_M,RC79TO40_M,RC80_M,RF_M,SS_M,CF_F,HH_F,PPPS_F,RC39_F,RC79TO40_F,RC80_F,SS_F,PPPS_M,RF_F,TOTAL_STUDENTS_REPORTED
CO,COLORADO,800020,State Charter School Institute,2018,STONE CREEK SCHOOL,80002002018,No,AUT,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
CO,COLORADO,800020,State Charter School Institute,2018,STONE CREEK SCHOOL,80002002018,No,DD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,2018,STONE CREEK SCHOOL,80002002018,No,MR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,2018,STONE CREEK SCHOOL,80002002018,No,OHI,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9
CO,COLORADO,800020,State Charter School Institute,2018,STONE CREEK SCHOOL,80002002018,No,SLD,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,14
CO,COLORADO,800020,State Charter School Institute,2018,STONE CREEK SCHOOL,80002002018,No,SLI,0,0,0,0,18,0,0,0,0,0,0,0,8,0,0,0,26
CO,COLORADO,800020,State Charter School Institute,2033,HIGH POINT ACADEMY,80002002033,No,AUT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,2033,HIGH POINT ACADEMY,80002002033,No,DD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,2033,HIGH POINT ACADEMY,80002002033,No,OHI,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3
CO,COLORADO,800020,State Charter School Institute,2033,HIGH POINT ACADEMY,80002002033,No,SLD,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,16
CO,COLORADO,800020,State Charter School Institute,2033,HIGH POINT ACADEMY,80002002033,No,SLI,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,19
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,DD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,EMN,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,7
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,MR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,OHI,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,8
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,OI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,SLD,0,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,27
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,SLI,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,13
CO,COLORADO,800020,State Charter School Institute,6305,CAPROCK ACADEMY,80002006305,No,VI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,6310,COLORADO SPRINGS EARLY COLLEGES,80002006310,No,AUT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,6310,COLORADO SPRINGS EARLY COLLEGES,80002006310,No,OHI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,6310,COLORADO SPRINGS EARLY COLLEGES,80002006310,No,SLD,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,7
CO,COLORADO,800020,State Charter School Institute,6320,RICARDO FLORES MAGON ACADEMY,80002006320,No,DD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,6320,RICARDO FLORES MAGON ACADEMY,80002006320,No,OHI,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,4
CO,COLORADO,800020,State Charter School Institute,6320,RICARDO FLORES MAGON ACADEMY,80002006320,No,SLD,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,8
CO,COLORADO,800020,State Charter School Institute,6320,RICARDO FLORES MAGON ACADEMY,80002006320,No,SLI,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,12
CO,COLORADO,800020,State Charter School Institute,6320,RICARDO FLORES MAGON ACADEMY,80002006320,No,VI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
